,Reactions,Reactants_canonical,Products_canonical,counts,reactant_smiles_am,product_smiles_am
50,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[O:14][C@:13]([O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16],C=CC(=O)OC.C=O,COCOCC=C=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[O:14][C@:13]([O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16]
51,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@@:6]([H:7])([H:10])[H:12])([H:9])[H:11])([H:8])([C:13](=[O:14])[H:15])[H:16],C=CC(=O)OC.C=O,COC(=O)CCC=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@@:6]([H:7])([H:10])[H:12])([H:9])[H:11])([H:8])([C:13](=[O:14])[H:15])[H:16]
52,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[H:16])([H:7])([H:8])[C:13](=[O:14])[H:15],C=CC(=O)OC.C=O,COC(=O)CCC=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[H:16])([H:7])([H:8])[C:13](=[O:14])[H:15]
53,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:15].[O:5]([C@:6]([H:10])([H:11])[H:12])[C:13](=[O:14])[H:16],C=CC(=O)OC.C=O,CC=C=O.COC=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:15].[O:5]([C@:6]([H:10])([H:11])[H:12])[C:13](=[O:14])[H:16]
54,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:1](=[C:2](\[H:9])[C@@:13]([O:14][C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16])(\[H:7])[H:8],C=CC(=O)OC.C=O,C=CCOC(=O)OC,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:1](=[C:2](\[H:9])[C@@:13]([O:14][C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16])(\[H:7])[H:8]
55,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:1](=[C:2](/[C:3](=[O:4])[O:14][C@@:13]([H:11])([H:15])[H:16])[H:9])(\[H:7])[H:8].[O:5]=[C:6]([H:10])[H:12],C=CC(=O)OC.C=O,C=CC(=O)OC.C=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:1](=[C:2](/[C:3](=[O:4])[O:14][C@@:13]([H:11])([H:15])[H:16])[H:9])(\[H:7])[H:8].[O:5]=[C:6]([H:10])[H:12]
56,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:1](=[C:2](/[C:3](=[O:4])[H:15])[H:9])(\[H:7])[H:8].[O:5]([C@:6]([H:10])([H:11])[H:12])[C:13](=[O:14])[H:16],C=CC(=O)OC.C=O,C=CC=O.COC=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:1](=[C:2](/[C:3](=[O:4])[H:15])[H:9])(\[H:7])[H:8].[O:5]([C@:6]([H:10])([H:11])[H:12])[C:13](=[O:14])[H:16]
57,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1](/[C:2](=[C:3](\[O:4][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[C:13](=[O:14])[H:16],C=CC(=O)OC.C=O,CO/C(O)=C/CC=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1](/[C:2](=[C:3](\[O:4][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[C:13](=[O:14])[H:16]
58,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[O:14][C@@:13]([O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16],C=CC(=O)OC.C=O,COCOCC=C=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[O:14][C@@:13]([O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16]
59,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@@:6]([H:8])([H:10])[H:12])([H:9])[H:11])([H:7])([C:13](=[O:14])[H:15])[H:16],C=CC(=O)OC.C=O,COC(=O)CCC=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@@:6]([H:8])([H:10])[H:12])([H:9])[H:11])([H:7])([C:13](=[O:14])[H:15])[H:16]
60,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:13]([H:15])([H:16])[O:14]1,C=CC(=O)OC.C=O,COC(=O)C1COC1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:13]([H:15])([H:16])[O:14]1
61,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:8])([H:11])[H:12])[H:9])(\[H:7])[H:10],C=CC(=O)OC.C=O,C=CC(=O)OC.C=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:8])([H:11])[H:12])[H:9])(\[H:7])[H:10]
62,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[O:14][C@:13]([O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16],C=CC(=O)OC.C=O,COCOCC=C=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[O:14][C@:13]([O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16]
63,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:16].[H:8][C:13](=[O:14])[H:15],C=CC(=O)OC.C=O,C=CC(=O)OC.C=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:16].[H:8][C:13](=[O:14])[H:15]
64,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C-:1]([C@@:2]([C:3](=[O:4])/[O+:5]=[C:6](/[H:10])[H:11])([H:9])[C@@:13]([O-:14])([H:15])[H:16])([H:7])[H:8].[H+:12],C=CC(=O)OC.C=O,C=[O+]C(=O)[C@@H]([CH2-])C[O-].[H+],1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C-:1]([C@@:2]([C:3](=[O:4])/[O+:5]=[C:6](/[H:10])[H:11])([H:9])[C@@:13]([O-:14])([H:15])[H:16])([H:7])[H:8].[H+:12]
65,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@:2]([O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:3](=[O:4])[O:14][C@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,CO[C@@H]1CCOC1=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@:2]([O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:3](=[O:4])[O:14][C@:13]1([H:15])[H:16]
66,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:14][C@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,COC(=O)[C@@H]1CCO1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:14][C@:13]1([H:15])[H:16]
67,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@:13]([H:15])([H:16])[O:14]1,C=CC(=O)OC.C=O,COC(=O)C1COC1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@:13]([H:15])([H:16])[O:14]1
68,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:15])([H:9])[C:13](=[O:14])[H:16])([H:7])([H:8])[H:12],C=CC(=O)OC.C=O,COC(=O)[C@H](C)C=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:15])([H:9])[C:13](=[O:14])[H:16])([H:7])([H:8])[H:12]
69,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][C@@:13]([H:15])([H:16])[O:14]1,C=CC(=O)OC.C=O,COC1=CCOCO1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][C@@:13]([H:15])([H:16])[O:14]1
70,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][C@:13]([H:15])([H:16])[O:14]1,C=CC(=O)OC.C=O,COC1=CCOCO1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][C@:13]([H:15])([H:16])[O:14]1
71,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[O:14][C@:13]1([H:15])[H:16])([H:7])([H:8])[H:10],C=CC(=O)OC.C=O,C[C@@H]1COCOC1=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[O:14][C@:13]1([H:15])[H:16])([H:7])([H:8])[H:10]
72,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[H:16])([H:7])([H:8])[C:13](=[O:14])[H:15],C=CC(=O)OC.C=O,COC(=O)CCC=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[H:16])([H:7])([H:8])[C:13](=[O:14])[H:15]
73,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:13](=[O:14])[H:16])([H:7])([H:8])[H:15],C=CC(=O)OC.C=O,COC(=O)[C@@H](C)C=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:13](=[O:14])[H:16])([H:7])([H:8])[H:15]
74,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:13](=[O:14])[H:15])([H:7])([H:8])[H:16],C=CC(=O)OC.C=O,COC(=O)[C@@H](C)C=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:13](=[O:14])[H:15])([H:7])([H:8])[H:16]
75,[C:1](=[C:2](\[C:3](=[O:4])[O:14][C@@:13]([H:11])([H:15])[H:16])[H:9])(\[H:7])[H:8].[O:5]=[C:6]([H:10])[H:12]>>[C@@:1]([C@@:2]([C:6](=[O:5])[H:10])([H:9])[H:12])([C:3](=[O:4])[O:14][C@@:13]([H:11])([H:15])[H:16])([H:7])[H:8],C=CC(=O)OC.C=O,COC(=O)CCC=O,1,[C:1](=[C:2](\[C:3](=[O:4])[O:14][C@@:13]([H:11])([H:15])[H:16])[H:9])(\[H:7])[H:8].[O:5]=[C:6]([H:10])[H:12],[C@@:1]([C@@:2]([C:6](=[O:5])[H:10])([H:9])[H:12])([C:3](=[O:4])[O:14][C@@:13]([H:11])([H:15])[H:16])([H:7])[H:8]
